width (mm),length (mm),frequency (Hz),admittance (S),phase (rad)
1,5,22.908676527677734,3.3675053801069044E-7,1.5474203739189145
1,5,23.98832919019491,3.526211249188911E-7,1.5474203751329054
1,5,25.11886431509581,3.69239672907734E-7,1.5474203764618777
1,5,26.302679918953814,3.8664143300036675E-7,1.547420377926695
1,5,27.542287033381662,4.048633170501131E-7,1.5474203795216315
1,5,28.84031503126606,4.239439773575606E-7,1.5474203812788228
1,5,30.19951720402016,4.4392388726504665E-7,1.547420383199206
1,5,31.622776601683793,4.6484542828306446E-7,1.547420385312339
1,5,33.11311214825911,4.867529788012676E-7,1.5474203876226342
1,5,34.673685045253166,5.09693009395073E-7,1.547420390158936
1,5,36.30780547701014,5.337141805846633E-7,1.5474203929386543
1,5,38.018939632056124,5.588674465745788E-7,1.547420395989285
1,5,39.810717055349734,5.852061628515449E-7,1.5474203993280295
1,5,41.68693834703355,6.12786199515377E-7,1.5474204029701029
1,5,43.65158322401661,6.416660615487705E-7,1.5474204069789463
1,5,45.708818961487516,6.719070101928522E-7,1.5474204113790697
1,5,47.86300923226383,7.035731944738736E-7,1.5474204162065226
1,5,50.11872336272722,7.367317869749788E-7,1.5474204214972227
1,5,52.48074602497726,7.71453126981567E-7,1.5474204273024728
1,5,54.954087385762456,8.078108688219832E-7,1.5474204336641535
1,5,57.543993733715695,8.458821394541335E-7,1.5474204406461562
1,5,60.25595860743578,8.857477004193625E-7,1.54742044829379
1,5,63.09573444801933,9.274921214276617E-7,1.5474204566820642
1,5,66.06934480075961,9.712039583657946E-7,1.5474204658804351
1,5,69.18309709189366,1.0169759419455508E-6,1.5474204759684453
1,5,72.44359600749902,1.0649051740083213E-6,1.5474204870246933
1,5,75.8577575029184,1.1150933352315564E-6,1.5474204991534142
1,5,79.43282347242817,1.167646899289647E-6,1.5474205124523501
1,5,83.17637711026708,1.2226773599082723E-6,1.5474205270311834
1,5,87.09635899560806,1.2803014683263178E-6,1.5474205430199535
1,5,91.20108393559097,1.3406414804996228E-6,1.5474205605547764
1,5,95.49925860214358,1.40382541699522E-6,1.5474205797819873
1,5,100,1.4699873368138927E-6,1.547420600880739
1,5,104.71285480508996,1.5392676170301734E-6,1.5474206239947246
1,5,109.64781961431851,1.6118132605501742E-6,1.5474206493511609
1,5,114.81536214968828,1.6877781995838752E-6,1.5474206771475052
1,5,120.22644346174131,1.7673236291006608E-6,1.547420707622831
1,5,125.89254117941675,1.8506183480186133E-6,1.5474207410396148
1,5,131.82567385564073,1.9378391174993355E-6,1.5474207776722333
1,5,138.03842646028852,2.0291710411507065E-6,1.5474208178470785
1,5,144.5439770745928,2.1248079547101895E-6,1.5474208618987313
1,5,151.35612484362088,2.2249528423824914E-6,1.5474209102019891
1,5,158.48931924611142,2.3298182686175983E-6,1.5474209631646247
1,5,165.95869074375614,2.439626833240868E-6,1.547421021243945
1,5,173.78008287493762,2.554611643476153E-6,1.5474210849229986
1,5,181.97008586099844,2.6750168170374796E-6,1.547421154754136
1,5,190.54607179632484,2.80109799838565E-6,1.5474212313207905
1,5,199.52623149688807,2.9331229114736296E-6,1.5474213152839158
1,5,208.92961308540387,3.0713719279998333E-6,1.5474214073499084
1,5,218.77616239495518,3.2161386741558273E-6,1.5474215083164642
1,5,229.08676527677724,3.3677306524613087E-6,1.5474216190266614
1,5,239.88329190194898,3.5264699102404468E-6,1.5474217404251291
1,5,251.18864315095797,3.692693728604979E-6,1.5474218735430507
1,5,263.02679918953817,3.8667553514647605E-6,1.5474220195210873
1,5,275.4228703338166,4.049024743704612E-6,1.5474221795995116
1,5,288.40315031266056,4.2398893936536695E-6,1.5474223551439956
1,5,301.9951720402016,4.4397551493536355E-6,1.5474225476473369
1,5,316.22776601683796,4.649047101359504E-6,1.5474227587542582
1,5,331.1311214825911,4.868210504889355E-6,1.5474229902667809
1,5,346.73685045253166,5.097711747010571E-6,1.5474232441517288
1,5,363.0780547701014,5.338039371568017E-6,1.5474235225817106
1,5,380.1893963205613,5.589705145048236E-6,1.5474238279381018
1,5,398.1071705534973,5.853245181113459E-6,1.5474241628321108
1,5,416.8693834703355,6.129221120575149E-6,1.5474245301248817
1,5,436.5158322401661,6.418221374343527E-6,1.54742493295341
1,5,457.0881896148752,6.720862437055592E-6,1.5474253747775684
1,5,478.6300923226385,7.037786039108281E-6,1.5474258481492653
1,5,501.18723362727246,7.369674448177712E-6,1.547426372532641
1,5,524.8074602497728,7.717237428604628E-6,1.547426953221197
1,5,549.5408738576248,8.081216635677948E-6,1.5474275907854802
1,5,575.4399373371573,8.462390878773979E-6,1.547428290187455
1,5,602.5595860743581,8.861576758683185E-6,1.5474290576032792
1,5,630.9573444801937,9.279630084571778E-6,1.5474298993772737
1,5,660.6934480075957,9.71744825851324E-6,1.5474308229251066
1,5,691.8309709189363,1.0175972147197701E-5,1.5474318362655715
1,5,724.4359600749899,1.0656188350322233E-5,1.547432948173899
1,5,758.5775750291835,1.1159131612439035E-5,1.5474341683350645
1,5,794.3282347242813,1.1685887321804365E-5,1.5474355074005923
1,5,831.7637711026708,1.223759417745793E-5,1.547436977073951
1,5,870.9635899560806,1.2815447051247926E-5,1.547438590247692
1,5,912.0108393559096,1.342070002058381E-5,1.5474403611237089
1,5,954.992586021436,1.4054669297383528E-5,1.5474423049289667
1,5,1000,1.4718737660317285E-5,1.5474444394149733
1,5,1047.1285480508996,1.541435723388176E-5,1.5474467836769457
1,5,1096.4781961431852,1.6143053489206534E-5,1.5474493584505933
1,5,1148.1536214968828,1.6906429957779487E-5,1.5474521868737234
1,5,1202.2644346174131,1.7706177299851832E-5,1.5474552993662973
1,5,1258.9254117941675,1.8544060550822115E-5,1.5474587149008059
1,5,1318.2567385564075,1.9421950334837875E-5,1.5474624692203494
1,5,1380.3842646028852,2.0341811889108132E-5,1.5474665967319088
1,5,1445.439770745928,2.1305716038967035E-5,1.5474711358373212
1,5,1513.5612484362086,2.2315845919343446E-5,1.5474761290216348
1,5,1584.893192461114,2.337450486658404E-5,1.5474816234629056
1,5,1659.5869074375614,2.448412520768191E-5,1.5474876717481332
1,5,1737.8008287493763,2.5647277088582304E-5,1.5474943319679826
1,5,1819.7008586099844,2.6866680184729036E-5,1.5475016693049952
1,5,1905.4607179632483,2.8145214997777007E-5,1.5475097563839018
1,5,1995.262314968881,2.9485936490638258E-5,1.5475186744064404
1,5,2089.2961308540407,3.0892089405172856E-5,1.5475285143458748
1,5,2187.761623949552,3.236712570509881E-5,1.5475393783075344
1,5,2290.8676527677726,3.391472520683091E-5,1.5475513814531783
1,5,2398.83291901949,3.553881676538687E-5,1.5475646527500437
1,5,2511.88643150958,3.724360832035688E-5,1.5475793388966586
1,5,2630.2679918953813,3.903361687529555E-5,1.5475956059207547
1,5,2754.2287033381663,4.0913706648769135E-5,1.5476136426167875
1,5,2884.031503126606,4.288913427125783E-5,1.547633664426743
1,5,3019.9517204020162,4.4965603218370315E-5,1.5476559180793674
1,5,3162.2776601683795,4.714933019076214E-5,1.547680687269275
1,5,3311.311214825911,4.944712686244439E-5,1.547708299625757
1,5,3467.368504525317,5.186650158553946E-5,1.5477391353048497
1,5,3630.780547701014,5.4415787408195646E-5,1.5477736376738092
1,5,3801.8939632056126,5.7104305485982106E-5,1.547812326798772
1,5,3981.0717055349733,5.994257579168595E-5,1.5478558164134875
1,5,4168.693834703355,6.294259343048073E-5,1.5479048357136187
1,5,4365.158322401661,6.611819582174567E-5,1.5479602574101996
1,5,4570.881896148751,6.94855594434222E-5,1.5480231344398714
1,5,4786.300923226385,7.30638831957225E-5,1.5480947482997565
1,5,5011.872336272725,7.687634820620381E-5,1.548176673719066
1,5,5248.074602497728,8.095149543017749E-5,1.5482708661341376
1,5,5495.408738576249,8.532525210138046E-5,1.5483797815608542
1,5,5754.399373371572,9.004399831518241E-5,1.5485065432627971
1,5,6025.5958607435805,9.516935699031453E-5,1.5486551760772278
1,5,6309.573444801937,1.0078596231762768E-4,1.5488309396536082
1,5,6606.9344800759645,1.0701462098831904E-4,1.5490408036247305
1,5,6918.309709189362,1.1403581887026739E-4,1.5492941169468328
1,5,7244.359600749898,1.221345028858126E-4,1.5496034963089937
1,5,7585.775750291836,1.3179261594689653E-4,1.5499857536319581
1,5,7943.282347242814,1.4390166748463648E-4,1.5504616430800704
1,5,8317.63771102671,1.6032716658139824E-4,1.551047931421724
1,5,8709.635899560806,1.8576338226924981E-4,1.5517039898873959
1,5,9120.108393559096,2.364380957891008E-4,1.5519355260443166
1,5,9549.92586021436,4.324109128375428E-4,1.5449201228168858
1,5,10000,3.850918659267908E-4,-1.5147944232370827
1,10,1,2.991681249098113E-8,1.5478650836848244
1,10,1.0471285480508996,3.132674849008269E-8,1.5478650837226935
1,10,1.096478196143185,3.280313269844886E-8,1.54786508374268
1,10,1.1481536214968828,3.434909678188731E-8,1.5478650837797545
1,10,1.202264434617413,3.5967919921648204E-8,1.5478650838218246
1,10,1.2589254117941673,3.7663035874639325E-8,1.5478650838758872
1,10,1.318256738556407,3.943804017930326E-8,1.5478650839252697
1,10,1.3803842646028848,4.129669787767452E-8,1.5478650839822325
1,10,1.4454397707459274,4.324295142221423E-8,1.547865084040595
1,10,1.5135612484362082,4.528092911052476E-8,1.5478650841110397
1,10,1.5848931924611136,4.741495372894334E-8,1.5478650841796295
1,10,1.6595869074375607,4.9649551867634546E-8,1.5478650842577992
1,10,1.7378008287493754,5.198946344511922E-8,1.5478650843604875
1,10,1.8197008586099834,5.4439651709340066E-8,1.5478650844767097
1,10,1.9054607179632472,5.7005314119979366E-8,1.547865084694023
1,10,1.9952623149688795,5.969189222582385E-8,1.547865084822927
1,10,2.0892961308540396,6.250508489572079E-8,1.547865084960289
1,10,2.1877616239495525,6.545085937520768E-8,1.5478650851237756
1,10,2.290867652767773,6.853546396107551E-8,1.5478650852901121
1,10,2.3988329190194904,7.176544158943196E-8,1.5478650854752027
1,10,2.51188643150958,7.5147643462577E-8,1.5478650856729261
1,10,2.6302679918953817,7.868924381745235E-8,1.547865085915675
1,10,2.7542287033381663,8.23977550421848E-8,1.5478650862346086
1,10,2.884031503126606,8.628104284172316E-8,1.5478650864996115
1,10,3.019951720402016,9.034734453389795E-8,1.5478650867885422
1,10,3.1622776601683795,9.460528529390918E-8,1.5478650871007889
1,10,3.311311214825911,9.906389735824302E-8,1.547865087535387
1,10,3.4673685045253166,1.0373263707600911E-7,1.5478650879045077
1,10,3.630780547701014,1.0862140801073924E-7,1.5478650883056806
1,10,3.8018939632056115,1.1374058041988083E-7,1.5478650888200984
1,10,3.9810717055349722,1.1910101211062754E-7,1.5478650893291044
1,10,4.168693834703354,1.2471407353059964E-7,1.5478650898700257
1,10,4.36515832240166,1.305916715198978E-7,1.547865090547524
1,10,4.570881896148751,1.3674627252940582E-7,1.5478650912407246
1,10,4.786300923226384,1.431909319007352E-7,1.5478650920309882
1,10,5.011872336272724,1.4993931988522553E-7,1.5478650929248081
1,10,5.248074602497725,1.5700574983195577E-7,1.5478650938081422
1,10,5.495408738576246,1.6440521168214112E-7,1.5478650947990003
1,10,5.7543993733715695,1.7215340118074078E-7,1.5478650959356366
1,10,6.025595860743578,1.8026675316057234E-7,1.5478650971776247
1,10,6.309573444801933,1.887624770662332E-7,1.5478650985089766
1,10,6.606934480075961,1.9765859388204663E-7,1.5478650999436732
1,10,6.918309709189364,2.069739740624155E-7,1.5478651015153826
1,10,7.244359600749901,2.1672837804773963E-7,1.547865103316151
1,10,7.5857757502918375,2.2694249460447512E-7,1.547865105170704
1,10,7.943282347242816,2.3763799213316446E-7,1.5478651072914706
1,10,8.31763771102671,2.488375565970867E-7,1.5478651095880351
1,10,8.709635899560807,2.605649451197724E-7,1.547865112125119
1,10,9.120108393559097,2.7284503441065766E-7,1.5478651149535294
1,10,9.549925860214358,2.8570387257741494E-7,1.5478651180477982
1,10,10,2.9916873488093265E-7,1.547865121361617
1,10,10.471285480508996,3.132681856111394E-7,1.547865125053317
1,10,10.964781961431852,3.2803213110335645E-7,1.5478651290402408
1,10,11.481536214968829,3.4349189122169265E-7,1.547865133453105
1,10,12.02264434617413,3.5968026022400537E-7,1.547865138329576
1,10,12.589254117941675,3.766315769511877E-7,1.547865143643484
1,10,13.182567385564074,3.9438179945589566E-7,1.5478651494130622
1,10,13.803842646028853,4.129685840889366E-7,1.547865155813674
1,10,14.454397707459272,4.324313579743605E-7,1.5478651628264526
1,10,15.13561248436208,4.5281140654831784E-7,1.547865170440691
1,10,15.848931924611133,4.7415196803333804E-7,1.5478651789103226
1,10,16.595869074375607,4.964983092895677E-7,1.5478651881186818
1,10,17.378008287493753,5.198978375246926E-7,1.5478651982048388
1,10,18.197008586099834,5.444001952879368E-7,1.5478652093244827
1,10,19.054607179632473,5.700573609144445E-7,1.547865221474201
1,10,19.952623149688797,5.969237657393347E-7,1.5478652347578
1,10,20.892961308540396,6.250564119192363E-7,1.5478652494152239
1,10,21.87761623949553,6.54514980453126E-7,1.547865265434123
1,10,22.908676527677734,6.853619720600402E-7,1.5478652829817798
1,10,23.98832919019491,7.176628345018867E-7,1.5478653022372375
1,10,25.11886431509581,7.514861006279341E-7,1.5478653233521236
1,10,26.302679918953814,7.869035361859588E-7,1.547865346523192
1,10,27.542287033381662,8.23990288897949E-7,1.5478653718974698
1,10,28.84031503126606,8.62825056796881E-7,1.5478653997815641
1,10,30.19951720402016,9.034902410377112E-7,1.547865430295743
1,10,31.622776601683793,9.460721400144594E-7,1.5478654638062117
1,10,33.11311214825911,9.906611137100186E-7,1.5478655005023363
1,10,34.673685045253166,1.0373517942326057E-6,1.5478655407707729
1,10,36.30780547701014,1.0862432715987865E-6,1.5478655848853873
1,10,38.018939632056124,1.1374393207148124E-6,1.5478656333088148
1,10,39.810717055349734,1.1910485966631076E-6,1.5478656862467084
1,10,41.68693834703355,1.247184908604619E-6,1.5478657443344632
1,10,43.65158322401661,1.3059674260943047E-6,1.5478658080537857
1,10,45.708818961487516,1.3675209483188846E-6,1.5478658779535746
1,10,47.86300923226383,1.4319761691886847E-6,1.5478659546519922
1,10,50.11872336272722,1.4994699510167585E-6,1.5478660387410101
1,10,52.48074602497726,1.57014562406609E-6,1.5478661308949495
1,10,54.954087385762456,1.644153292469732E-6,1.5478662318646288
1,10,57.543993733715695,1.721650176107459E-6,1.547866342680291
1,10,60.25595860743578,1.802800915931691E-6,1.54786646429591
1,10,63.09573444801933,1.887777919536354E-6,1.5478665975355315
1,10,66.06934480075961,1.976761794663148E-6,1.547866743737278
1,10,69.18309709189366,2.0699416573001E-6,1.5478669039445212
1,10,72.44359600749902,2.1675156266951834E-6,1.5478670797349368
1,10,75.8577575029184,2.269691166613265E-6,1.5478672724427531
1,10,79.43282347242817,2.3766856119308727E-6,1.5478674838407767
1,10,83.17637711026708,2.48872659475847E-6,1.5478677157349632
1,10,87.09635899560806,2.6060525310383725E-6,1.5478679699651319
1,10,91.20108393559097,2.728913204200814E-6,1.5478682488638573
1,10,95.49925860214358,2.8575702386390883E-6,1.5478685547348234
1,10,100,2.9922977174784853E-6,1.547868890188446
1,10,104.71285480508996,3.1333827827845744E-6,1.5478692581329043
1,10,109.64781961431851,3.2811262470650918E-6,1.5478696616455163
1,10,114.81536214968828,3.4358432976986536E-6,1.5478701042274972
1,10,120.22644346174131,3.5978641538934925E-6,1.5478705895590898
1,10,125.89254117941675,3.7675348984942506E-6,1.5478711220321673
1,10,131.82567385564073,3.945218114519186E-6,1.5478717060142428
1,10,138.03842646028852,4.131293843618178E-6,1.547872346616205
1,10,144.5439770745928,4.326160381914034E-6,1.5478730493565012
1,10,151.35612484362088,4.530235191193543E-6,1.5478738202059292
1,10,158.48931924611142,4.7439559471541145E-6,1.5478746659893752
1,10,165.95869074375614,4.967781431858338E-6,1.5478755939048823
1,10,173.78008287493762,5.202192634072923E-6,1.5478766117119052
1,10,181.97008586099844,5.447694221559287E-6,1.5478777289539492
1,10,190.54607179632484,5.704815180541785E-6,1.5478789549714276
1,10,199.52623149688807,5.974110519698167E-6,1.5478803004929882
1,10,208.92961308540387,6.256162564126106E-6,1.5478817774352274
1,10,218.77616239495518,6.551582219981587E-6,1.5478833984216136
1,10,229.08676527677724,6.861010854613589E-6,1.5478851779254688
1,10,239.88329190194898,7.1851216603864345E-6,1.5478871314926037
1,10,251.18864315095797,7.524621624807405E-6,1.547889276478968
1,10,263.02679918953817,7.880253518837248E-6,1.5478916323689111
1,10,275.4228703338166,8.252796530077949E-6,1.5478942177357518
1,10,288.40315031266056,8.64307165264909E-6,1.5478970579291873
1,10,301.9951720402016,9.051941681065651E-6,1.5479001794671827
1,10,316.22776601683796,9.480313815209838E-6,1.547903610618642
1,10,331.1311214825911,9.929141919145893E-6,1.547907380919696
1,10,346.73685045253166,1.0399432967571877E-5,1.5479115280174072
1,10,363.0780547701014,1.0892245047638717E-5,1.5479160879625868
1,10,380.1893963205613,1.1408694334328575E-5,1.5479211022495762
1,10,398.1071705534973,1.19499615156378E-5,1.5479266218361798
1,10,416.8693834703355,1.2517288616828147E-5,1.5479326954604469
1,10,436.5158322401661,1.311199325359968E-5,1.5479393850865988
1,10,457.0881896148752,1.3735462649505896E-5,1.5479467497185253
1,10,478.6300923226385,1.4389107276426905E-5,1.5479547813609078
1,10,501.18723362727246,1.5074562662542233E-5,1.5479636607870877
1,10,524.8074602497728,1.5793533226030312E-5,1.547973528645569
1,10,549.5408738576248,1.6547738592466507E-5,1.5479844261937297
1,10,575.4399373371573,1.7339060943035806E-5,1.5479964667117543
1,10,602.5595860743581,1.8169511909682407E-5,1.5480097794776315
1,10,630.9573444801937,1.9041246184094973E-5,1.5480245114291038
1,10,660.6934480075957,1.9956581044005272E-5,1.548040832639218
1,10,691.8309709189363,2.0918006945543443E-5,1.5480589310117807
1,10,724.4359600749899,2.1928218179397303E-5,1.5480790234768054
1,10,758.5775750291835,2.2990138301847187E-5,1.5481013581538043
1,10,794.3282347242813,2.4106954248232965E-5,1.548126220117889
1,10,831.7637711026708,2.5282162542327006E-5,1.5481539414861327
1,10,870.9635899560806,2.6519613191998386E-5,1.5481849037070081
1,10,912.0108393559096,2.7823582952769974E-5,1.5482195539884374
1,10,954.992586021436,2.919884692600349E-5,1.5482584108654311
1,10,1000,3.0650824560313325E-5,1.5483021049365182
1,10,1047.1285480508996,3.2185669913417536E-5,1.5483513680019252
1,10,1096.4781961431852,3.381049501605881E-5,1.5484070834971162
1,10,1148.1536214968828,3.553361961214512E-5,1.5484703196289569
1,10,1202.2644346174131,3.736504153019013E-5,1.5485424331216144
1,10,1258.9254117941675,3.931644736202819E-5,1.5486249097364975
1,10,1318.2567385564075,4.140263184633386E-5,1.5487197925676655
1,10,1380.3842646028852,4.364208288473937E-5,1.5488295855147411
1,10,1445.439770745928,4.605867016266953E-5,1.548957481635931
1,10,1513.5612484362086,4.868411018974932E-5,1.549107610810348
1,10,1584.893192461114,5.15619546186904E-5,1.549285393874142
1,10,1659.5869074375614,5.475435888009155E-5,1.5494980621004417
1,10,1737.8008287493763,5.8354146761325766E-5,1.5497554075025088
1,10,1819.7008586099844,6.25077621535368E-5,1.5500708405651944
1,10,1905.4607179632483,6.74626918201521E-5,1.550462723105828
1,10,1995.262314968881,7.36761512386578E-5,1.5509551451004928
1,10,2089.2961308540407,8.210302199745561E-5,1.5515731400376276
1,10,2187.761623949552,9.513873905777472E-5,1.5523013772151473
1,10,2290.8676527677726,1.2101668733438886E-4,1.5527563524452244
1,10,2398.83291901949,2.1952911535459766E-4,1.5472624752340014
1,10,2511.88643150958,2.102622958969006E-4,-1.5201207342270973
1,10,2630.2679918953813,4.955337955942748E-6,-1.096950188483292
1,10,2754.2287033381663,3.0018638834834394E-5,1.5051018366378859
1,10,2884.031503126606,4.60319033702349E-5,1.5278421719815234
1,10,3019.9517204020162,5.645238874950506E-5,1.5346330995641781
1,10,3162.2776601683795,6.450408872637846E-5,1.537830941602003
1,10,3311.311214825911,7.139200657207193E-5,1.539671724662042
1,10,3467.368504525317,7.767180469332122E-5,1.5408604954946596
1,10,3630.780547701014,8.363818707501272E-5,1.5416878520511283
1,10,3801.8939632056126,8.946456402670393E-5,1.5422948506943785
1,10,3981.0717055349733,9.52619333021457E-5,1.5427580612905547
1,10,4168.693834703355,1.011067294723286E-4,1.5431226023724784
1,10,4365.158322401661,1.0705526154829397E-4,1.5434168094186413
1,10,4570.881896148751,1.1315178388671972E-4,1.5436594285803007
1,10,4786.300923226385,1.1943339357540602E-4,1.5438634419899284
1,10,5011.872336272725,1.259333213923038E-4,1.5440382483135742
1,10,5248.074602497728,1.32683555863101E-4,1.5441910040284528
1,10,5495.408738576249,1.3971758153654562E-4,1.5443275462676196
1,10,5754.399373371572,1.470743610111196E-4,1.5444531783593871
1,10,6025.5958607435805,1.5480617532247744E-4,1.5445736404156072
1,10,6309.573444801937,1.6299845918912466E-4,1.5446969843551308
1,10,6606.9344800759645,1.718351717749181E-4,1.5448389337238704
1,10,6918.309709189362,1.8191828266258148E-4,1.545045492751866
1,10,7244.359600749898,1.9820310280797962E-4,1.5455509514976464
1,10,7585.775750291836,1.8382078617027313E-4,1.542925604181574
1,10,7943.282347242814,2.022493430900221E-4,1.544407776045775
1,10,8317.63771102671,2.142870320545811E-4,1.5446871973880825
1,10,8709.635899560806,2.2597911889355365E-4,1.5448459213551429
1,10,9120.108393559096,2.3804734531569937E-4,1.5449754130795543
1,10,9549.92586021436,2.5080376290208717E-4,1.545103786684825
1,10,10000,2.6456286676385473E-4,1.5452496942247935
1,12,1,3.600877124791583E-8,1.547941627293683
1,12,1.0471285480508996,3.770581244773641E-8,1.547941627340738
1,12,1.096478196143185,3.94828331219127E-8,1.5479416275633542
1,12,1.1481536214968828,4.13436018924606E-8,1.5479416276435938
1,12,1.202264434617413,4.3292066041525125E-8,1.5479416277354867
1,12,1.2589254117941673,4.533235847866894E-8,1.5479416278228741
1,12,1.318256738556407,4.746880700195045E-8,1.5479416279343459
1,12,1.3803842646028848,4.970594327203547E-8,1.5479416280579237
1,12,1.4454397707459274,5.2048512586659845E-8,1.5479416281948255
1,12,1.5135612484362082,5.450148380005821E-8,1.5479416283172862
1,12,1.5848931924611136,5.707006003196976E-8,1.5479416284585017
1,12,1.6595869074375607,5.97596896130039E-8,1.5479416286200705
1,12,1.7378008287493754,6.257607771809013E-8,1.5479416288249945
1,12,1.8197008586099834,6.552519821324931E-8,1.5479416290528856
1,12,1.9054607179632472,6.861330721760574E-8,1.5479416294734534
1,12,1.9952623149688795,7.184695388033169E-8,1.5479416297600697
1,12,2.0892961308540396,7.523299775817378E-8,1.547941630070017
1,12,2.1877616239495525,7.877862113396961E-8,1.5479416304028484
1,12,2.290867652767773,8.249134466236752E-8,1.5479416307401774
1,12,2.3988329190194904,8.637904373257348E-8,1.547941631114556
1,12,2.51188643150958,9.04499646543274E-8,1.5479416315280292
1,12,2.6302679918953817,9.471274292588998E-8,1.5479416320652768
1,12,2.7542287033381663,9.917642025455118E-8,1.5479416326784308
1,12,2.884031503126606,1.03850464011369E-7,1.547941633222949
1,12,3.019951720402016,1.0874478913243491E-7,1.5479416338177856
1,12,3.1622776601683795,1.1386977712989312E-7,1.5479416344691102
1,12,3.311311214825911,1.1923630023345848E-7,1.5479416353719495
1,12,3.4673685045253166,1.2485573907190356E-7,1.547941636125968
1,12,3.630780547701014,1.3074001485922018E-7,1.5479416369837438
