width (mm),length (mm),frequency (Hz),admittance (S),phase (rad)
5,5,22908.676527677748,0.001395758495570028,1.5430734685074654
5,5,23442.288153199228,0.001431590233553926,1.5431287811580583
5,5,23988.329190194898,0.0014685578505866316,1.5431861881329492
5,5,24547.089156850285,0.001506817255337806,1.5432470272529317
5,5,25118.864315095823,0.0015465995471520627,1.543313214921092
5,5,25703.957827688646,0.0015882738991210184,1.543387674754715
5,5,26302.679918953814,0.0016324870611606815,1.543475183701581
5,5,26915.348039269138,0.00168051651640076,1.543584156850527
5,5,27542.28703338169,0.0017353506130735946,1.5437305148691887
5,5,28183.82931264455,0.0018061551836488993,1.5439427991699113
5,5,28840.31503126606,0.0019420795412563624,1.5441192897627891
5,5,29512.09226666384,2.7877871318676163E-4,-0.16438180412537193
5,5,30199.51720402019,0.0017021314995223165,1.5404630618862392
5,5,30902.95432513592,0.0018200337556239295,1.5421587240996597
5,5,31622.776601683792,0.001892634113608958,1.5426531228335139
5,5,32359.36569296281,0.0019541589474694346,1.5429011936023922
5,5,33113.11214825915,0.002011977663908107,1.543060776334534
5,5,33884.415613920275,0.0020686705185288096,1.5431797591321088
5,5,34673.685045253165,0.002125416950893009,1.543277651946823
5,5,35481.33892335753,0.0021828737171849504,1.543364049242821
5,5,36307.80547701017,0.002241478540150659,1.5434444066189283
5,5,37153.52290971728,0.0023015814509156902,1.5435222673652014
5,5,38018.93963205613,0.002363518970972695,1.5436002706721668
5,5,38904.51449942805,0.0024276767485063673,1.5436806801686416
5,5,39810.71705534977,0.002494573952672913,1.543765686681272
5,5,40738.02778041131,0.002565024968165439,1.543857478956394
5,5,41686.93834703355,0.0026405321549457334,1.5439574800270965
5,5,42657.95188015926,0.0027244821755006586,1.5440607219579128
5,5,43651.58322401656,0.002827161191866995,1.5441102598474838
5,5,44668.359215096345,0.003005323724547017,1.543237664615896
5,5,45708.818961487515,0.0017168842815108074,1.3509935378964781
5,5,46773.51412871981,0.0028162872306432734,1.5410049539536848
5,5,47863.0092322638,0.002969372335041246,1.5429441223092135
5,5,48977.881936844664,0.0030817308508391144,1.543525957404903
5,10,1,1.411927716753842E-7,1.5466444896933058
5,10,1.023292992280754,1.444815738679699E-7,1.5466444897014622
5,10,1.0471285480508996,1.4784698223061933E-7,1.5466444897248703
5,10,1.0715193052376064,1.5129078096575936E-7,1.5466444897415945
5,10,1.096478196143185,1.548147960802871E-7,1.546644489757084
5,10,1.1220184543019633,1.584208960847923E-7,1.5466444897770566
5,10,1.1481536214968828,1.6211099294996686E-7,1.5466444897972245
5,10,1.1748975549395295,1.6588704323589633E-7,1.5466444898183613
5,10,1.202264434617413,1.6975104905180106E-7,1.5466444898409244
5,10,1.2302687708123816,1.7370505914402465E-7,1.5466444898671872
5,10,1.2589254117941673,1.7775116997114013E-7,1.5466444898927267
5,10,1.288249551693134,1.8189152679059647E-7,1.5466444899148721
5,10,1.318256738556407,1.8612832497528583E-7,1.5466444899408662
5,10,1.3489628825916535,1.904638108377231E-7,1.5466444899664782
5,10,1.3803842646028848,1.9490028311330132E-7,1.546644489987161
5,10,1.4125375446227544,1.9944009424183906E-7,1.54664449001965
5,10,1.4454397707459274,2.0408565116071995E-7,1.5466444900534668
5,10,1.4791083881682074,2.088394169449743E-7,1.5466444900803795
5,10,1.5135612484362082,2.1370391228814273E-7,1.5466444901229541
5,10,1.5488166189124815,2.1868171642826957E-7,1.5466444901718637
5,10,1.5848931924611136,2.2377546831639289E-7,1.5466444902053507
5,10,1.62181009735893,2.2898786920494032E-7,1.5466444902591385
5,10,1.6595869074375607,2.3432168282792866E-7,1.5466444903414556
5,10,1.6982436524617444,2.397797368575431E-7,1.5466444904152212
5,10,1.7378008287493754,2.4536492517696206E-7,1.5466444904800596
5,10,1.7782794100389228,2.5108020916927515E-7,1.5466444905342358
5,10,1.8197008586099834,2.569286192706055E-7,1.5466444905903525
5,10,1.8620871366628675,2.629132563753814E-7,1.5466444906504697
5,10,1.9054607179632472,2.690372936762081E-7,1.546644490713968
5,10,1.9498445997580451,2.753039781276695E-7,1.5466444907744616
5,10,1.9952623149688795,2.8171663250719186E-7,1.5466444908423878
5,10,2.041737944669529,2.882786568681795E-7,1.5466444909119317
5,10,2.0892961308540396,2.9499353040210064E-7,1.5466444909809063
5,10,2.137962089502232,3.018648135547943E-7,1.5466444910574466
5,10,2.1877616239495525,3.088961496380981E-7,1.546644491144098
5,10,2.23872113856834,3.160912665826128E-7,1.5466444912281545
5,10,2.290867652767773,3.234539792877774E-7,1.546644491307272
5,10,2.344228815319922,3.3098819228619854E-7,1.5466444914250326
5,10,2.3988329190194904,3.386978996808275E-7,1.5466444915429283
5,10,2.4547089156850306,3.4658718903784014E-7,1.5466444916480466
5,10,2.51188643150958,3.546602435073701E-7,1.5466444917497468
5,10,2.570395782768864,3.6292134390462724E-7,1.5466444918650948
5,10,2.6302679918953817,3.713748700883218E-7,1.5466444919795759
5,10,2.6915348039269156,3.8002530455851373E-7,1.5466444921104747
5,10,2.7542287033381663,3.888772335537789E-7,1.5466444922401663
5,10,2.8183829312644537,3.979353505681534E-7,1.5466444923731417
5,10,2.884031503126606,4.072044596024788E-7,1.5466444925703464
5,10,2.951209226666386,4.1668947300530645E-7,1.5466444927197072
5,10,3.019951720402016,4.263954209762937E-7,1.5466444928751746
5,10,3.0902954325135905,4.3632744926490733E-7,1.5466444930150207
5,10,3.1622776601683795,4.4649082474249224E-7,1.5466444931756655
5,10,3.2359365692962827,4.568909358229595E-7,1.5466444933428172
5,10,3.311311214825911,4.6753329662464905E-7,1.5466444935036858
5,10,3.3884415613920256,4.784235503546039E-7,1.5466444936828554
5,10,3.4673685045253166,4.895674712087316E-7,1.5466444938812243
5,10,3.548133892335755,5.009709674623164E-7,1.5466444940776563
5,10,3.630780547701014,5.126400855841975E-7,1.5466444942858193
5,10,3.715352290971726,5.245810143006476E-7,1.5466444945611715
5,10,3.8018939632056115,5.368000823488983E-7,1.5466444948048206
5,10,3.890451449942806,5.493037693728126E-7,1.5466444950585112
5,10,3.9810717055349722,5.620987049882866E-7,1.5466444953151535
5,10,4.073802778041127,5.751916747648357E-7,1.5466444956283236
5,10,4.168693834703354,5.88589618920314E-7,1.5466444959344698
5,10,4.265795188015927,6.022996413459639E-7,1.5466444962337458
5,10,4.36515832240166,6.163290125956988E-7,1.5466444965730357
5,10,4.466835921509632,6.306851703796274E-7,1.5466444969210944
5,10,4.570881896148751,6.453757263402156E-7,1.5466444972686393
5,10,4.677351412871983,6.604084702479674E-7,1.546644497638495
5,10,4.786300923226384,6.757913722550814E-7,1.546644498013649
5,10,4.8977881936844625,6.915325886138977E-7,1.5466444983966334
5,10,5.011872336272724,7.076404684864262E-7,1.5466444988712114
5,10,5.1286138399136485,7.241235481400096E-7,1.5466444993084796
5,10,5.248074602497725,7.409905701797936E-7,1.5466444997922575
5,10,5.370317963702527,7.582504763578967E-7,1.5466445002861173
5,10,5.495408738576246,7.759124191501885E-7,1.5466445008132323
5,10,5.623413251903491,7.939857626914016E-7,1.5466445013598016
5,10,5.7543993733715695,8.124800883194954E-7,1.54664450189045
5,10,5.88843655355589,8.314052044313503E-7,1.5466445024651216
5,10,6.025595860743578,8.507711468535721E-7,1.546644503115349
5,10,6.165950018614822,8.705881811545098E-7,1.546644503775643
5,10,6.309573444801933,8.908668140367863E-7,1.5466445044353336
5,10,6.456542290346556,9.116178016578748E-7,1.546644505183323
5,10,6.606934480075961,9.328521411919461E-7,1.546644505898776
5,10,6.760829753919819,9.54581094604567E-7,1.5466445066526964
5,10,6.918309709189364,9.768161843473544E-7,1.5466445074715975
5,10,7.079457843841379,9.995692000064165E-7,1.5466445083562228
5,10,7.244359600749901,1.0228522045039395E-6,1.5466445092779875
5,10,7.413102413009175,1.0466775402459533E-6,1.5466445101888364
5,10,7.5857757502918375,1.0710578434173588E-6,1.5466445111553686
5,10,7.762471166286917,1.096006042898232E-6,1.5466445122103165
5,10,7.943282347242816,1.1215353629295502E-6,1.546644513285454
5,10,8.128305161640993,1.147659341053826E-6,1.5466445144005585
5,10,8.31763771102671,1.1743918313266888E-6,1.5466445156058646
5,10,8.511380382023766,1.2017470051906246E-6,1.5466445168469907
5,10,8.709635899560807,1.22973936723543E-6,1.5466445181314403
5,10,8.912509381337456,1.2583837602852556E-6,1.5466445194675262
5,10,9.120108393559097,1.2876953759372034E-6,1.5466445209157558
5,10,9.33254300796991,1.317689749898495E-6,1.5466445223776493
5,10,9.549925860214358,1.3483827917916825E-6,1.5466445239431421
5,10,9.772372209558107,1.3797907743184114E-6,1.5466445255874652
5,10,10,1.4119303484204491E-6,1.546644527277761
5,10,10.232929922807541,1.4448185589417987E-6,1.5466445290611883
5,10,10.471285480508996,1.4784728443344699E-6,1.5466445309405672
5,10,10.715193052376065,1.5129110489733078E-6,1.5466445329154657
5,10,10.964781961431852,1.548151431859371E-6,1.5466445349635978
5,10,11.220184543019636,1.5842126809754997E-6,1.5466445371266868
5,10,11.481536214968829,1.6211139136850464E-6,1.5466445393523058
5,10,11.748975549395297,1.6588747049886647E-6,1.5466445417523758
5,10,12.02264434617413,1.6975150656556331E-6,1.5466445441860235
5,10,12.302687708123818,1.7370554948876293E-6,1.5466445467858325
5,10,12.589254117941675,1.7775169541951314E-6,1.5466445494981924
5,10,12.882495516931343,1.8189208984916678E-6,1.5466445523319365
5,10,13.182567385564074,1.861289282268348E-6,1.5466445552918549
5,10,13.48962882591654,1.904644573569168E-6,1.5466445584082775
5,10,13.803842646028853,1.9490097580346906E-6,1.5466445616474558
5,10,14.125375446227547,1.9944083641568025E-6,1.5466445650537994
5,10,14.454397707459272,2.040864465161148E-6,1.5466445686330386
5,10,14.791083881682072,2.088402689388023E-6,1.5466445723400433
5,10,15.13561248436208,2.137048254337663E-6,1.5466445762769288
5,10,15.488166189124811,2.186826947797921E-6,1.5466445803791329
5,10,15.848931924611133,2.2377651660777636E-6,1.5466445846594399
5,10,16.218100973589298,2.2898899268823635E-6,1.5466445891854586
5,10,16.595869074375607,2.3432288599352896E-6,1.5466445938756943
5,10,16.982436524617444,2.3978102562337617E-6,1.5466445987898814
5,10,17.378008287493753,2.453663059503488E-6,1.5466446039453954
5,10,17.78279410038923,2.5108168863618692E-6,1.5466446093453043
5,10,18.197008586099834,2.5693020476728334E-6,1.546644615016963
5,10,18.620871366628677,2.6291495493506996E-6,1.5466446209126647
5,10,19.054607179632473,2.690391140687083E-6,1.546644627142155
5,10,19.498445997580454,2.753059284519201E-6,1.5466446336150397
5,10,19.952623149688797,2.817187225536612E-6,1.5466446404322665
5,10,20.417379446695296,2.8828089669386585E-6,1.546644647573828
5,10,20.892961308540396,2.9499593020685462E-6,1.5466446550123103
5,10,21.379620895022324,3.018673849098207E-6,1.5466446628132866
5,10,21.87761623949553,3.0889890468899727E-6,1.546644670978836
5,10,22.3872113856834,3.160942187901873E-6,1.546644679545677
5,10,22.908676527677734,3.2345714309472914E-6,1.5466446885276897
5,10,23.442288153199225,3.309915820165104E-6,1.546644697920448
5,10,23.98832919019491,3.3870153083058327E-6,1.5466447077088832
5,10,24.547089156850312,3.4659108077732382E-6,1.5466447180531
5,10,25.11886431509581,3.5466441317352226E-6,1.5466447287977578
5,10,25.703957827688633,3.6292581178801245E-6,1.546644740085805
5,10,26.302679918953814,3.7137965779052005E-6,1.5466447519161302
5,10,26.915348039269155,3.800304342543694E-6,1.5466447642745165
5,10,27.542287033381662,3.8888273046023115E-6,1.5466447772500158
5,10,28.183829312644534,3.979412409589498E-6,1.546644790833828
5,10,28.84031503126606,4.072107697123135E-6,1.5466448050183725
5,10,29.512092266663856,4.166962347437786E-6,1.546644819907587
5,10,30.19951720402016,4.264026663626637E-6,1.546644835485261
5,10,30.902954325135905,4.363352134573996E-6,1.5466448518010156
5,10,31.622776601683793,4.464991448069222E-6,1.5466448688963172
5,10,32.359365692962825,4.568998514827347E-6,1.5466448867927045
5,10,33.11311214825911,4.675428497926494E-6,1.546644905491566
5,10,33.884415613920254,4.7843378751469614E-6,1.5466449251180554
5,10,34.673685045253166,4.895784407945637E-6,1.5466449456576097
5,10,35.48133892335755,5.009827179453785E-6,1.5466449670018423
5,10,36.30780547701014,5.12652677072926E-6,1.546644989517817
5,10,37.15352290971726,5.245945023270392E-6,1.5466450129786478
5,10,38.018939632056124,5.3681453477702915E-6,1.5466450376444185
5,10,38.90451449942807,5.4931925580124316E-6,1.546645063493521
5,10,39.810717055349734,5.621152988803636E-6,1.5466450905344264
5,10,40.73802778041128,5.752094554255679E-6,1.5466451188976869
5,10,41.68693834703355,5.886086694345539E-6,1.5466451485145893
5,10,42.657951880159274,6.0232005395398214E-6,1.5466451795534955
5,10,43.65158322401661,6.163508855037304E-6,1.5466452121091303
5,10,44.668359215096324,6.3070860691529635E-6,1.5466452461533404
5,10,45.708818961487516,6.454008383521612E-6,1.5466452817870713
5,10,46.77351412871981,6.604353794895943E-6,1.5466453191672815
5,10,47.86300923226383,6.758202079801151E-6,1.5466453583151516
5,10,48.97788193684461,6.915634872839959E-6,1.546645399258909
5,10,50.11872336272722,7.076735762050571E-6,1.5466454421642213
5,10,51.28613839913648,7.2415902500538885E-6,1.546645487088817
5,10,52.48074602497726,7.410285843425516E-6,1.5466455341222691
5,10,53.70317963702527,7.582912100896888E-6,1.5466455833801782
5,10,54.954087385762456,7.759560662659672E-6,1.5466456349514055
5,10,56.23413251903491,7.940325323475673E-6,1.5466456889675626
5,10,57.543993733715695,8.125302054206868E-6,1.5466457455251224
5,10,58.8843655355589,8.31458907706247E-6,1.546645804748728
5,10,60.25595860743578,8.508286913342955E-6,1.5466458667744478
5,10,61.65950018614822,8.70649843403367E-6,1.5466459317457755
5,10,63.09573444801933,8.909328878512028E-6,1.5466459997300526
5,10,64.56542290346556,9.116886021773506E-6,1.54664607096837
5,10,66.06934480075961,9.32928009509816E-6,1.5466461455560014
5,10,67.60829753919819,9.546623929458456E-6,1.5466462236561098
5,10,69.18309709189366,9.769032996125574E-6,1.546646305438621
5,10,70.79457843841381,9.996625486626629E-6,1.5466463911051116
5,10,72.44359600749902,1.02295223123806E-5,1.546646480783489
5,10,74.13102413009177,1.0467847267592494E-5,1.5466465747049318
5,10,75.8577575029184,1.0711727014687656E-5,1.5466466730569453
5,10,77.6247116628692,1.0961291188053095E-5,1.546646776042939
5,10,79.43282347242817,1.1216672482851986E-5,1.5466468839169778
5,10,81.28305161640995,1.1478006664522335E-5,1.5466469968681418
5,10,83.17637711026708,1.1745432733694423E-5,1.546647115202656
5,10,85.11380382023764,1.2019092891522382E-5,1.5466472391153878
5,10,87.09635899560806,1.2299132727404986E-5,1.5466473689139737
5,10,89.12509381337455,1.2585701143951748E-5,1.546647504749775
5,10,91.20108393559097,1.287895074740308E-5,1.546647647117318
5,10,93.3254300796991,1.3179037478462498E-5,1.5466477961286647
5,10,95.49925860214358,1.3486121096118672E-5,1.5466479521642182
5,10,97.72372209558107,1.3800365115098469E-5,1.5466481156045557
5,10,100,1.412193682724392E-5,1.5466482867508309
5,10,102.32929922807547,1.4451007503555636E-5,1.5466484659878506
5,10,104.71285480508996,1.4787752441379929E-5,1.5466486537065476
5,10,107.1519305237607,1.5132351013928859E-5,1.5466488502466995
5,10,109.64781961431851,1.5484986922308454E-5,1.5466490561106527
5,10,112.2018454301963,1.584584812909607E-5,1.5466492717215852
5,10,114.81536214968828,1.62151270201835E-5,1.546649497512792
5,10,117.48975549395291,1.6593020554235927E-5,1.5466497339834346
5,10,120.22644346174131,1.6979730338270256E-5,1.5466499816578303
5,10,123.02687708123811,1.7375462715172997E-5,1.546650241036426
5,10,125.89254117941675,1.7780428937917343E-5,1.546650512695931
5,10,128.82495516931337,1.8194845232662495E-5,1.5466507972054375
5,10,131.82567385564073,1.8618932982750105E-5,1.546651095204303
5,10,134.89628825916532,1.9052918793897376E-5,1.546651407332652
5,10,138.03842646028852,1.949703455627797E-5,1.5466517341707893
5,10,141.2537544622754,1.9951517920707334E-5,1.5466520765922007
5,10,144.5439770745928,2.0416611889398622E-5,1.5466524352048319
5,10,147.91083881682073,2.0892565369360654E-5,1.5466528107861055
5,10,151.35612484362088,2.1379633273074564E-5,1.546653204220028
5,10,154.88166189124811,2.187807644427415E-5,1.5466536162927234
5,10,158.48931924611142,2.2388162020932193E-5,1.5466540479068323
5,10,162.18100973589299,2.2910163535799122E-5,1.5466545000190037
5,10,165.95869074375614,2.3444361077962317E-5,1.546654973633561
5,10,169.82436524617444,2.399104130884106E-5,1.5466554697052226
5,10,173.78008287493762,2.455049789374023E-5,1.5466559893386316
5,10,177.82794100389228,2.512303156166482E-5,1.5466565337056974
5,10,181.97008586099844,2.5708950118118372E-5,1.5466571039114703
5,10,186.20871366628674,2.6308568968149636E-5,1.5466577012668512
5,10,190.54607179632484,2.6922211031085348E-5,1.54665832707281
5,10,194.98445997580455,2.755020695315275E-5,1.546658982637461
5,10,199.52623149688807,2.819289554310939E-5,1.5466596694564207
5,10,204.17379446695296,2.8850623845534906E-5,1.5466603891152695
5,10,208.92961308540387,2.9523746935047232E-5,1.5466611429839083
5,10,213.79620895022325,3.021262892973061E-5,1.5466619328031797
5,10,218.77616239495518,3.0917642812779015E-5,1.5466627603707377
5,10,223.872113856834,3.163917041733287E-5,1.546663627407995
5,10,229.08676527677724,3.237760319223729E-5,1.546664535892042
5,10,234.42288153199226,3.313334218705858E-5,1.5466654878766148
5,10,239.88329190194898,3.39067981486719E-5,1.5466664854223835
5,10,245.4708915685031,3.469839202046714E-5,1.5466675307155069
5,10,251.18864315095797,3.550855524679819E-5,1.5466686261150822
5,10,257.03957827688646,3.6337729971816915E-5,1.5466697740820177
5,10,263.02679918953817,3.718636927871061E-5,1.5466709771574048
5,10,269.1534803926917,3.8054937580773034E-5,1.5466722380261508
5,10,275.4228703338166,3.8943911082239406E-5,1.5466735595839853
5,10,281.8382931264455,3.985377777067808E-5,1.5466749447570278
5,10,288.40315031266056,4.0785038019258535E-5,1.5466763966759252
5,10,295.1209226666387,4.173820498242297E-5,1.5466779186622943
5,10,301.9951720402016,4.27138047072561E-5,1.5466795141260978
5,10,309.0295432513592,4.371237694323378E-5,1.5466811867833532
5,10,316.22776601683796,4.4734474965982264E-5,1.5466829403684013
5,10,323.5936569296284,4.5780666711859574E-5,1.5466847789977363
5,10,331.1311214825911,4.685153454600991E-5,1.5466867068578563
5,10,338.84415613920277,4.7947676223641305E-5,1.546688728447203
5,10,346.73685045253166,4.906970502464737E-5,1.5466908484356319
5,10,354.81338923357566,5.0218250373877744E-5,1.5466930717246206
5,10,363.0780547701014,5.1393958707777276E-5,1.5466954036154803
5,10,371.5352290971724,5.259749340726023E-5,1.54669784954482
5,10,380.1893963205613,5.382953583891577E-5,1.5467004153164254
5,10,389.04514499428046,5.50907859851484E-5,1.5467031070906503
5,10,398.1071705534973,5.6381962386719823E-5,1.5467059311765095
5,10,407.3802778041126,5.770380399764292E-5,1.5467088944660152
5,10,416.8693834703355,5.9057069925530624E-5,1.5467120040968525
5,10,426.57951880159254,6.044254042692942E-5,1.5467152675909903
5,10,436.5158322401661,6.186101820735335E-5,1.5467186930278565
5,10,446.683592150963,6.331332836763657E-5,1.5467222887774106
5,10,457.0881896148752,6.480032005857799E-5,1.5467260637850542
5,10,467.73514128719813,6.632284187760548E-5,1.5467300198655332
5,10,478.6300923226385,6.788182513588461E-5,1.5467341769271508
5,10,489.77881936844614,6.947820480206119E-5,1.5467385479100353
5,10,501.18723362727246,7.111291952609534E-5,1.5467431392862738
5,10,512.8613839913648,7.278695262632048E-5,1.5467479629111074
5,10,524.8074602497728,7.450131779414584E-5,1.5467530313272322
5,10,537.0317963702527,7.62570607246899E-5,1.5467583578962742
5,10,549.5408738576248,7.805526033384373E-5,1.5467639567570028
5,10,562.341325190349,7.989703015057869E-5,1.5467698428553007
5,10,575.4399373371573,8.178352139087388E-5,1.5467760323245971
5,10,588.843655355589,8.371592214955948E-5,1.5467825419115993
5,10,602.5595860743581,8.569546238323901E-5,1.5467893897680705
5,10,616.5950018614822,8.772341460310467E-5,1.5467965951722136
5,10,630.9573444801937,8.98010959301959E-5,1.5468041785446525
5,10,645.6542290346556,9.192987133750811E-5,1.546812161717189
5,10,660.6934480075957,9.411115669924061E-5,1.5468205680682308
5,10,676.0829753919819,9.63464206875089E-5,1.5468294224041017
5,10,691.8309709189363,9.863719004433643E-5,1.5468387514791961
5,10,707.945784384138,1.0098505117172922E-4,1.5468485837248043
5,10,724.4359600749899,1.0339165543764573E-4,1.5468589496366714
5,10,741.3102413009177,1.0585872397588201E-4,1.5468698820203535
5,10,758.5775750291835,1.0838805158028882E-4,1.546881415985427
5,10,776.247116628692,1.1098151312501658E-4,1.5468935893123854
5,10,794.3282347242813,1.1364106969973114E-4,1.5469064427096648
5,10,812.8305161640995,1.163687740646901E-4,1.5469200198247843
5,10,831.7637711026708,1.1916678077354184E-4,1.5469343679734997
5,10,851.1380382023768,1.2203735283924558E-4,1.5469495381452933
5,10,870.9635899560806,1.249828723260321E-4,1.5469655855160613
5,10,891.2509381337459,1.2800585079393738E-4,1.546982569812818
5,10,912.0108393559096,1.3110894270279617E-4,1.5470005559127036
5,10,933.2543007969915,1.342949265366853E-4,1.5470196095882147
5,10,954.992586021436,1.3756684600593232E-4,1.5470398164542067
5,10,977.2372209558112,1.4092784578053383E-4,1.5470612556907049
5,10,1000,1.4438131262127366E-4,1.5470840186198962
5,10,1023.2929922807547,1.479308694790759E-4,1.5471082050646092
5,10,1047.1285480508996,1.515804047816524E-4,1.5471339245253264
5,10,1071.519305237607,1.55334106461181E-4,1.5471612974228581
